left_article_id,right_article_id,left_title,right_title,minhash_est,jaccard_true,decision
472078c40e5bc2233c3e,1416aab8b0ee28066c18,Degrees & Pathways,Human Services Technology: Addiction and Recovery Studies AAS,0.562,0.667,REJECT_BELOW_THRESHOLD
a7999dfe2083f3bcbe52,2a7bd9de957ba2121ac2,Who keeps calling me? Look up numbers flagged as potential robocalls or spam,Who keeps calling me? Look up numbers flagged as potential robo-calls or spam,0.734,0.643,REJECT_BELOW_THRESHOLD
b1b2414573452d6159d5,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.656,0.64,REJECT_BELOW_THRESHOLD
7828f3c38a2a10f5de2f,4194c4c6e3c69084b2d7,Technology News,Technology News,0.578,0.618,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,6eae6b3fd841ddff337b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.607,REJECT_BELOW_THRESHOLD
d6d29b16f39947be1e00,5d1df43703396c12c3c2,Survival in the Skies: The Story of Stealth Technology,Survival in the Skies: The Story of Stealth Technology,0.602,0.603,REJECT_BELOW_THRESHOLD
566e41efa663f190cf11,201da7854b95e5ee4a3a,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,L T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,0.625,0.597,REJECT_BELOW_THRESHOLD
203844f6e963c859799d,c97e991d82e0e0ee7f76,Australian Firms Embrace Hybrid Clouds for Transformation,Cautious U.S. Firms Still Seeking Benefits of Hybrid Clouds,0.586,0.59,REJECT_BELOW_THRESHOLD
203844f6e963c859799d,28efd30332488898acff,Australian Firms Embrace Hybrid Clouds for Transformation,More Brazilian Firms Are Turning to Hybrid Clouds for Help,0.57,0.59,REJECT_BELOW_THRESHOLD
6b2df96f0e83997db38c,ab151b6a1adfb5f2f0cc,Truescope Acquires US Firm Universal Information Services,Truescope Acquires US Firm Universal Information Services,0.594,0.587,REJECT_BELOW_THRESHOLD
6ad221038b55e5761235,2f39ee8590d469950fe3,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.586,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,2f39ee8590d469950fe3,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.586,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.586,REJECT_BELOW_THRESHOLD
8d235c4d8e054e357053,961b46749d62312d2da3,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.581,REJECT_BELOW_THRESHOLD
22857833ec539a7f5b6a,b79b5e1921c2c3b1c734,Culture Biosciences Focuses Technology and Service Platform on Biologics,Culture Biosciences Focuses Technology and Service Platform on Biologics,0.625,0.574,REJECT_BELOW_THRESHOLD
bd48a7eaf9ea4b1f88e7,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.567,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,bd48a7eaf9ea4b1f88e7,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.567,REJECT_BELOW_THRESHOLD
28efd30332488898acff,c97e991d82e0e0ee7f76,More Brazilian Firms Are Turning to Hybrid Clouds for Help,Cautious U.S. Firms Still Seeking Benefits of Hybrid Clouds,0.562,0.562,REJECT_BELOW_THRESHOLD
a7d80e1e8a20d2a98b74,ade2950ccd87a19f1f44,New technology jobs needed for AI,New technology jobs needed for AI,0.68,0.561,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,f28e6315b8ada0e6dc99,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.56,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.56,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,f28e6315b8ada0e6dc99,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.56,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.56,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.556,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.641,0.556,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.556,REJECT_BELOW_THRESHOLD
7e83d36ea26ad812c461,0ffe34aa9ecb46715e15,CUPP to Service Chiefs: Adopt technology strategy to tackle Nigeria’s security challenges,CUPP to New Service Chiefs: Adopt technology strategy to tackle security challenges,0.586,0.549,REJECT_BELOW_THRESHOLD
aae0cde6aa5936507114,275fc1333cf98e260eec,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,0.523,0.547,REJECT_BELOW_THRESHOLD
1b155489730cbc77b235,d2110f11668c8fddde70,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.543,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,b30325ba29700fbef711,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.538,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.538,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,acaa1c519bba831fad38,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.538,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,f28e6315b8ada0e6dc99,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.538,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.538,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,2524fa44ed0cdb8a148b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.538,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.538,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.538,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.538,REJECT_BELOW_THRESHOLD
4d92665869f1d0de55c8,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.538,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.538,REJECT_BELOW_THRESHOLD
14d1a019718a11937f3d,3a873201cb4aae487900,JFrog Welcomes Seasoned Technology and Security Leader Aran Azarzar as Chief Information Officer,JFrog Welcomes Seasoned Technology and Security Leader Aran Azarzar as Chief Information Officer,0.562,0.537,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.536,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.641,0.536,REJECT_BELOW_THRESHOLD
c458c1e4e944f1d050d8,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.625,0.536,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.536,REJECT_BELOW_THRESHOLD
c458c1e4e944f1d050d8,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.617,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.641,0.536,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.536,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.633,0.536,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.536,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.536,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.536,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.536,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,f68d73ba394af7c4dd04,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.633,0.536,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.536,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.536,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,f68d73ba394af7c4dd04,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.536,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.664,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,e6f7894d49ccbaf1c246,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.536,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.469,0.536,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.536,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.656,0.536,REJECT_BELOW_THRESHOLD
c458c1e4e944f1d050d8,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.625,0.536,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.536,REJECT_BELOW_THRESHOLD
4ad17b3be2e57846a1c4,c93d6f80c1e7abeeaa68,To provide information about Cloud services and infrastructure: SSAC FOI response,Connect to a supported accommodation service (SC2),0.648,0.536,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.536,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.536,REJECT_BELOW_THRESHOLD
548f9b6ed8c22a655219,ee41b0fbf28ea5f62ca2,Tech industry job cuts come rapidly and in big numbers,Tech industry job cuts come rapidly and in big numbers,0.477,0.534,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,5e977119cd7854b81530,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.531,REJECT_BELOW_THRESHOLD
5e977119cd7854b81530,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.531,REJECT_BELOW_THRESHOLD
5e977119cd7854b81530,2f39ee8590d469950fe3,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.531,REJECT_BELOW_THRESHOLD
7aad67662ef80950d7d9,d7a21fe663c39b202f8d,Best Live TV Streaming Service for Cord Cutters in 2023,How We Test Products and Services,0.484,0.529,REJECT_BELOW_THRESHOLD
2de10af6d70294ea0b7e,2b7b0468e6e1a23be9e0,Securing the Information and Communications Technology and Services Supply Chain; Connected Software Applications,Request for Information on Equitable Delivery of Climate Services,0.492,0.524,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.519,REJECT_BELOW_THRESHOLD
0e036f6c0f3fbd1388a2,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.5,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,0d10d98d78ebdee59f4d,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.519,REJECT_BELOW_THRESHOLD
b1b2414573452d6159d5,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.519,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,b30325ba29700fbef711,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.469,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.519,REJECT_BELOW_THRESHOLD
2524fa44ed0cdb8a148b,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.519,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.519,REJECT_BELOW_THRESHOLD
0e036f6c0f3fbd1388a2,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.519,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,4d92665869f1d0de55c8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.519,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.519,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,2524fa44ed0cdb8a148b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.519,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,551767664c939a4dd75e,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.5,0.519,REJECT_BELOW_THRESHOLD
2524fa44ed0cdb8a148b,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.519,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,b30325ba29700fbef711,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.469,0.519,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,0d10d98d78ebdee59f4d,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.519,REJECT_BELOW_THRESHOLD
4d92665869f1d0de55c8,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.519,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,2524fa44ed0cdb8a148b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.519,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.519,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.517,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.517,REJECT_BELOW_THRESHOLD
f4d21b2999c3b2bfe617,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.617,0.517,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.517,REJECT_BELOW_THRESHOLD
db7e73c12b9bb118c90a,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.517,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
f4d21b2999c3b2bfe617,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.625,0.517,REJECT_BELOW_THRESHOLD
566e41efa663f190cf11,aae0cde6aa5936507114,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,0.555,0.517,REJECT_BELOW_THRESHOLD
